param_1,param_2,param_3,param_4,param_5,param_6
1.6953424,1.6626616,0.8912328,0.48700187,0.7624036,-0.8259238
1.3707411,1.0763549,0.97586143,0.48057467,0.8067914,-0.6629653
1.3763701,1.1092434,0.5703288,0.33402428,0.6044323,-0.52936935
1.6863314,1.7133842,0.65854526,0.16350396,0.9113311,-0.67344296
0.1535804,1.4377716,0.9990714,0.19755718,0.84387094,-0.07495153
1.0164636,1.3328563,0.92956465,0.19463131,0.78119487,-0.6061535
1.0020292,1.6012621,0.8895534,0.25665584,0.7198082,0.24131072
0.20084038,0.9314976,0.65675426,0.45636094,0.6180671,0.45431232
0.95171976,1.7789619,0.4532778,0.36767432,0.9937176,0.7764032
0.16963443,0.8804878,0.46793497,0.23759726,0.7716807,0.69265866
1.4881704,1.7799428,0.8540564,0.28180194,0.81600714,-0.33762848
0.22074872,1.0134069,0.95579934,0.4337702,0.5038763,-0.17365456
1.162007,1.0328648,0.7760548,0.40773544,0.78717005,0.52876234
0.6116921,1.6060767,0.4203748,0.15216291,0.6482693,-0.42735624
0.85188806,0.95840806,0.360665,0.4020918,0.881721,0.3643794
0.5792566,0.89592296,0.6351279,0.32306182,0.79005194,-0.9571929
0.100731365,0.8438999,0.9586462,0.3108599,0.80495715,-0.95197713
0.35775658,1.715368,0.9047535,0.18857777,0.54400754,0.105080366
1.2315241,1.3895106,0.5531025,0.1937111,0.5847541,0.71161926
1.9186089,1.2709725,1.0584546,0.32415792,0.5067996,0.45317006
0.86474735,1.6147871,0.38901702,0.22713181,0.6628139,-0.64624465
0.54182917,1.7733614,0.3544007,0.16890731,0.605999,0.54726267
1.1121775,1.7436626,0.87744683,0.4939195,0.68773353,0.81980467
0.6675148,0.8310752,0.56971216,0.1645911,0.83510554,-0.38897228
1.5248998,0.9009652,0.7117282,0.24138212,0.8752522,-0.75103045
1.7891357,0.8726029,0.4260736,0.29324853,0.67037284,0.798468
1.9637917,1.7080376,0.83409625,0.103472255,0.7535107,0.9228116
0.5173123,1.7966602,0.98880994,0.18742013,0.5193107,0.51576996
1.0038967,0.87499946,0.4192637,0.44751516,0.8700448,0.54772353
0.8780115,0.9415814,1.0806726,0.19420794,0.8641917,-0.52281797
1.83338,1.4045303,0.77044255,0.4438853,0.8522023,0.82268167
0.45104778,1.2729568,0.797789,0.43568987,0.67633975,-0.8149893
0.88589287,0.89849234,1.042908,0.23279357,0.78775775,0.1935643
0.93828154,1.6846583,0.41058874,0.31417564,0.7422072,0.9260906
0.44967464,0.876006,0.62941074,0.1498932,0.9524331,0.8801229
0.8642873,1.0842031,0.7222184,0.32944554,0.87760234,0.1292113
1.900099,1.10671,0.7783468,0.3979718,0.91478455,0.32330084
0.19149293,1.2595263,0.38857186,0.2569085,0.8207935,0.19269693
0.26911718,1.6516111,1.0749713,0.14738922,0.51816064,0.93156314
1.4093547,1.4913735,0.98754597,0.35629252,0.9775888,-0.5660981
0.61346734,1.0430281,0.8102397,0.22791478,0.8715385,-0.2666657
1.687307,1.230384,0.97024834,0.13699631,0.8432838,0.28315234
0.85834736,1.5002692,0.9253911,0.24978021,0.99378216,-0.9446186
0.534401,1.7687764,0.730601,0.14853719,0.917804,-0.79894304
1.127036,1.2925763,0.8647024,0.38655284,0.98202765,-0.6768131
1.4310535,1.4471309,0.9627118,0.34277102,0.5891471,0.34761155
0.55022615,1.2298607,0.72095615,0.45875102,0.9144007,0.3793137
1.7147636,1.0876477,0.9422868,0.13054886,0.64636153,0.26461792
1.0590729,1.7490702,0.5092521,0.22460464,0.66519207,-0.51253676
0.2761992,1.3382244,0.93192065,0.42217085,0.91153014,0.933782
1.6246185,1.438245,0.7184477,0.2682024,0.82130563,0.7496134
0.83219373,0.8211256,0.42588544,0.22845563,0.92253566,-0.34418344
1.30066,1.2512573,0.8792504,0.21047623,0.6564351,0.2686081
1.903,1.4074717,0.5754774,0.19079168,0.76739156,-0.08930516
1.4254696,1.1181763,0.6043457,0.22011048,0.960508,-0.60480285
0.22329456,1.6937023,0.7583871,0.11775899,0.87993383,-0.5176647
1.6276721,1.3800347,0.9693171,0.26137605,0.78001153,0.85781753
0.711038,0.93830943,0.8849265,0.22570512,0.6291094,0.6544068
1.322494,0.94676244,0.4638972,0.30777615,0.60939723,0.28620672
0.933068,1.3000691,0.9774375,0.43035462,0.6843446,0.69786954
1.8277186,1.6455376,0.3531292,0.43750793,0.89837384,0.5775187
1.1327586,0.9268865,0.5527146,0.12368124,0.71530366,-0.32169223
0.5406386,1.7388072,0.9804995,0.2254548,0.9500062,-0.56296587
0.32641193,1.3338877,1.1009668,0.10051258,0.80998063,0.35646045
1.9707775,0.895108,0.6283995,0.30680478,0.7061174,0.21459031
0.812817,0.94592696,0.3578741,0.12073064,0.83833313,-0.46215546
1.232482,1.0327235,0.9343631,0.291943,0.6926118,0.06191039
1.3272489,1.7198682,0.6441685,0.45474294,0.63870466,0.71592
1.5217547,1.4997483,0.5777346,0.27597395,0.90529853,0.81843257
0.9794753,1.672461,0.63700515,0.11498876,0.66781056,-0.15609276
1.2934037,1.6735411,0.6563529,0.47580102,0.9555625,0.9489181
0.68975675,1.611032,0.3477754,0.4445776,0.8084186,0.2358532
1.3551093,0.8691918,0.4934584,0.18493447,0.9710275,-0.36538923
1.267529,1.1328183,0.8941011,0.31807432,0.8810678,-0.98481596
0.13992973,1.7299492,0.5319701,0.19327119,0.59607375,0.4417001
0.38482407,0.84955496,0.9502977,0.35780933,0.59569156,-0.34758282
1.5384468,1.313906,1.028835,0.37906304,0.55197537,0.7357129
0.80305475,1.3723462,0.43673837,0.4395215,0.8748188,-0.051518917
1.7255168,1.6795986,0.6789008,0.35294265,0.8149326,0.708375
1.986828,0.9574436,0.4283321,0.1624928,0.72665787,-0.50261223
0.7657158,1.6072876,0.5084941,0.38184404,0.81505185,0.3660835
1.92781,1.6379888,1.1080143,0.19142681,0.896029,-0.024938703
0.6740498,1.0608366,0.96650887,0.32781532,0.8256284,-0.04776144
1.8916848,1.5512702,0.5295925,0.15548003,0.91915226,-0.16839945
0.75599146,1.6720879,1.0738487,0.2901535,0.790487,-0.74466467
1.5578319,1.2000661,0.880798,0.14529867,0.5069735,-0.77561605
0.19923326,0.87528086,0.37793788,0.27538282,0.9070533,-0.23164976
1.0007744,1.7587627,0.9864371,0.15890963,0.9622534,0.06617725
0.62487626,0.8348931,0.8278308,0.17869428,0.5254764,-0.68611765
1.8078109,1.0451533,1.1272674,0.18851295,0.82153857,0.5224035
0.28912905,1.0236136,0.91925514,0.2674573,0.5723307,-0.65759027
0.3729427,1.4579338,0.65398777,0.47255522,0.6638599,0.03457415
0.7817595,1.6496708,1.1669965,0.43005913,0.85652035,0.11081648
1.4393258,1.709194,0.33102733,0.2398983,0.6353203,-0.15901041
1.035872,1.1729438,0.86725336,0.41635934,0.59669816,-0.26175404
1.6436691,0.98368734,0.59481734,0.48157963,0.9693103,0.72145367
1.1160777,1.3655214,0.31176403,0.17119256,0.64228016,-0.86327195
1.0813401,1.1136483,0.94762534,0.33038208,0.62271965,-0.4355147
1.8428578,1.454601,0.8543078,0.12721762,0.59546876,0.39862585
1.583378,1.4458429,0.59492767,0.4982395,0.9258417,-0.74848497
0.36124554,1.5352995,0.538483,0.15623255,0.8603338,-0.09187329
1.0044423,1.1401132,0.8691022,0.413446,0.57496226,0.3261379
1.7325064,0.87857157,0.5473073,0.21230775,0.81460977,0.95274115
0.5053848,1.3243629,0.77847445,0.44481516,0.6859741,0.43567634
1.5626341,0.9554595,1.0084927,0.4775242,0.84839416,0.37423337
0.17752585,0.84694177,1.0186315,0.45244876,0.8463173,-0.8958274
1.7057168,1.0421475,0.5697197,0.3583894,0.79663795,-0.070329905
0.7296712,1.296972,0.57218635,0.2701923,0.6991515,-0.8014034
0.79003227,1.1817546,0.35656637,0.46498817,0.9836663,0.6181443
0.5563162,1.519225,0.34603703,0.2049671,0.7653537,-0.065690994
1.7994466,1.788354,0.612481,0.41736525,0.99187565,-0.09208822
0.5428518,1.5154591,0.5414393,0.44720286,0.8436662,0.58191514
0.5059986,0.823193,1.1305877,0.45479947,0.8207439,-0.19297445
0.5037505,0.84719163,0.40075886,0.30893686,0.77567124,-0.9224913
1.1995627,1.5833843,1.0642602,0.12321267,0.56623363,0.92421484
1.285812,0.93845534,0.46349412,0.15869534,0.87455416,0.3220266
1.4029759,1.3636019,0.9755806,0.20506519,0.5476045,0.15991092
0.33607602,1.5305512,0.9837153,0.10844665,0.90943664,-0.32323074
1.6767051,1.3622884,1.0276253,0.49570322,0.52885675,-0.88871706
0.38458818,1.535177,1.0092161,0.18747419,0.72108716,0.16385257
1.9110897,1.7705393,0.6072421,0.20524165,0.70714736,0.77272785
0.87727934,1.4708018,0.6871813,0.44278252,0.5423226,0.45327127
1.5447108,1.2240566,0.43805182,0.29953504,0.9675777,0.56206965
1.18772,1.5484118,0.5006962,0.3544622,0.6935606,-0.29766905
0.8181758,1.6150379,0.91351813,0.1688369,0.66210675,0.5761969
0.5626936,1.2221416,0.84376705,0.26446047,0.988842,0.11928964
0.455498,1.6651925,0.9202362,0.18985653,0.75143707,-0.92591906
1.8421624,1.2139717,0.49609333,0.33070752,0.75721514,0.088571906
0.4954171,0.8938066,0.42097038,0.33727258,0.8950858,-0.4052893
0.60770786,1.3692744,1.0662344,0.23413691,0.5518791,0.77788496
0.68181056,1.2458797,1.1554981,0.45951706,0.73105633,0.19320333
1.8837243,1.3048389,0.3682552,0.33400986,0.7991686,0.5090096
0.43885258,1.4136474,0.3557746,0.25578627,0.67620105,0.8317354
1.9072717,1.7702494,1.0794237,0.3570469,0.8608217,0.9421599
1.3131093,1.2504479,0.5690607,0.16019328,0.7161919,-0.43707776
1.5811952,1.5991884,1.1591425,0.49422354,0.54303277,-0.33145392
1.3311759,0.8925612,0.69692737,0.40829825,0.7316445,0.6209332
1.5965447,1.6618599,0.66669095,0.45280033,0.61728513,0.24503589
0.42109835,1.5394619,1.0291505,0.34839475,0.67979825,-0.33835292
1.4132252,1.2023851,0.52852654,0.48220643,0.7698169,0.52447355
1.9734347,1.6483024,0.6607553,0.13177069,0.6368046,0.5183741
0.623215,1.3778269,0.47061265,0.118622236,0.87605155,0.6749526
0.48289597,1.2804724,0.41319942,0.38666677,0.8557425,0.36164927
1.3970662,0.83278614,1.0995636,0.10588672,0.57506794,0.34432042
1.2055558,1.4716272,0.53032243,0.3291824,0.65309787,0.45518386
0.9519894,0.9423504,0.8079571,0.4695771,0.7534908,0.9155266
0.22515762,1.3760571,0.34943017,0.46571004,0.66413534,-0.5374609
0.864829,1.7789237,0.9167718,0.21293363,0.7956902,-0.20713282
0.29523894,1.6037464,0.8702344,0.13343032,0.83047175,-0.839548
1.705829,1.3644512,0.3316435,0.21387273,0.94491005,0.5256418
1.3067346,1.4256535,0.37990806,0.29692027,0.7453902,0.9231777
1.4838116,1.2046986,0.41012096,0.3704291,0.9558144,0.43004692
0.21616758,1.366971,1.1763384,0.4871809,0.6437565,0.7877306
1.2945472,0.8900569,0.37547293,0.21019131,0.78557897,-0.08962321
0.9777518,1.4966921,0.9890273,0.48934183,0.8403969,0.80819273
0.4639312,1.4554873,1.1760467,0.12890184,0.9314959,-0.85886586
1.5037142,1.5537348,0.65356696,0.2309474,0.72922754,-0.6670307
0.36400634,1.2434889,0.92169255,0.1490103,0.9789845,-0.6881043
1.3474678,0.95727575,0.69241554,0.40759036,0.8220968,-0.09070146
1.0993342,1.70066,1.1883514,0.18080997,0.5897702,0.30413795
1.0411502,1.7782996,0.9032447,0.45681828,0.75463724,-0.45313895
1.7288127,1.0766916,1.138824,0.4402801,0.7120049,-0.9442704
0.6484618,1.6901538,0.7640356,0.44080773,0.78683776,0.23798668
0.8933145,1.0431898,0.7672925,0.42118213,0.9783974,0.21695042
1.8089523,1.7376373,0.4820284,0.4465929,0.74254036,-0.1606983
1.4380871,1.3334713,0.33152938,0.41118628,0.9826509,-0.40622544
0.66592973,1.5874062,0.9621953,0.47531036,0.7218574,0.8310932
0.90977997,1.2335507,0.9341198,0.19221535,0.83251965,0.35194957
1.5404918,1.2021624,0.8938024,0.3508194,0.9687232,-0.93257654
1.4033965,1.1446884,0.7666032,0.44867676,0.5474372,-0.7708672
1.9026204,1.7957063,0.4197291,0.4570276,0.9478284,0.3318571
0.1424178,0.9734313,1.1285596,0.3815959,0.66526437,-0.90683365
0.92196226,1.1962519,0.5516151,0.15123792,0.5446264,-0.8626218
0.6581602,1.1592798,0.7183679,0.3488916,0.6472577,0.439898
1.4187018,0.9891505,0.9437445,0.31202263,0.562152,0.8754046
0.44913548,1.7459725,1.0631412,0.49738544,0.52936244,0.92842937
0.795525,1.6008046,0.9990718,0.30466345,0.68779886,-0.23742938
0.4718198,1.4573302,0.3808088,0.15292177,0.9948641,0.75803316
1.9251381,1.3221152,1.0743554,0.23358387,0.6981782,0.5032996
0.39419007,1.0650711,0.30725202,0.20479746,0.9826061,0.8637725
1.4138343,1.5602059,0.72694254,0.49274787,0.66925716,0.59487844
1.5826066,1.77123,0.4878692,0.1640143,0.98563766,0.732816
1.766822,1.2083101,0.40991682,0.12930124,0.8395263,0.8528249
0.76431537,1.2841511,0.79422,0.17299214,0.6461401,-0.8513591
1.4049696,0.8809334,0.34265497,0.4667537,0.88625765,-0.13206601
0.15548411,1.0154636,0.9860519,0.17463082,0.7362588,0.56534624
1.4939417,0.90079117,0.81067044,0.12864561,0.93761516,0.19766474
1.0745889,1.1135828,1.0769861,0.1907674,0.8906299,-0.6791234
1.0874604,0.9311238,0.46948117,0.27233994,0.6464925,0.6776235
1.8776083,1.4476733,0.571903,0.26346222,0.6261882,-0.13024569
0.7526387,0.8369585,0.6141339,0.4267892,0.9005714,0.54802036
0.26792297,1.4998207,0.595233,0.43134362,0.6088315,0.8433399
0.86043394,1.0937325,0.5448015,0.30930683,0.5977586,-0.2554046
1.7871344,1.057318,0.3193921,0.3780415,0.79277945,0.07464659
1.7060851,1.0107403,0.90961444,0.31482235,0.92222446,-0.13881004
1.4803768,1.1331216,0.70243645,0.37874812,0.6378292,-0.59400845
1.1817211,0.95008487,0.6358932,0.3726339,0.8975805,-0.69308627
1.9207766,1.2691623,1.0438111,0.15940428,0.7065768,0.33204234
0.22297622,1.0939903,0.66945696,0.3115725,0.52366614,0.06505084
0.7426116,1.6297662,0.58490694,0.1282011,0.82873327,-0.4039911
1.9006009,1.4155979,0.4785411,0.13977043,0.70956445,-0.7425457
0.5510578,1.6680807,0.7724257,0.15888517,0.5362302,-0.22657132
1.2104932,1.3181604,0.4008249,0.110111885,0.5925151,-0.46401036
1.4282434,1.1112188,0.44641042,0.20286813,0.74419844,-0.03837037
1.7698532,1.1848389,1.125793,0.47850427,0.5311337,0.019856572
0.41388622,1.7875309,1.0748682,0.36851013,0.8983312,-0.08977258
0.7641591,1.5615969,0.8533457,0.3484402,0.50462145,-0.43937564
0.86972296,1.4202648,0.58426785,0.12868233,0.5365225,-0.8752903
0.896167,1.263883,0.4209394,0.1645247,0.8168403,-0.77375174
0.652722,1.2476786,0.7017161,0.38300034,0.6167338,-0.69767404
0.122118175,1.6123428,0.7459382,0.10817736,0.97799575,-0.06862867
0.7564567,1.4269443,0.34275442,0.16463435,0.666736,-0.52978945
0.68441254,0.8155435,0.7762883,0.49357694,0.7807467,-0.3408227
1.4852741,0.91088456,0.92141753,0.27587467,0.95673937,-0.26322258
0.53164303,1.1122066,1.1932662,0.1507195,0.6839578,-0.24134815
1.1437044,1.1487459,0.5856978,0.2649178,0.7575982,-0.95736015
1.7724221,1.248466,0.35129797,0.3401367,0.68903315,0.5784079
0.276371,1.2717581,1.1487134,0.24032041,0.97777796,0.46407855
1.0098531,1.4061013,0.65240896,0.25607723,0.5407213,-0.91886103
0.57333255,1.3429953,0.77296734,0.27496383,0.51276267,0.8240026
0.15673868,1.4893934,0.8243971,0.15075536,0.69038355,-0.35214174
1.094946,1.5880328,1.1536723,0.21950181,0.56832755,0.51842165
0.9391344,1.2133989,1.0317752,0.38971514,0.56449336,0.98272717
0.36523995,1.4095297,0.76561165,0.17513803,0.89878917,0.5105283
1.2614988,1.1379448,1.1706266,0.26871806,0.61535645,0.6781585
0.20153618,1.2969878,0.9106693,0.37083244,0.7012347,0.51854
1.1121228,1.3243939,0.55091786,0.14671978,0.9835049,-0.013257384
1.9156218,1.3965068,0.7454628,0.4046008,0.99826646,0.03942585
0.14278495,1.327678,0.8615699,0.432409,0.87319803,0.7022835
0.163648,1.6135046,0.9118144,0.324336,0.57470334,0.015816092
0.1521068,0.88369167,0.6439879,0.2762294,0.528458,0.67588973
0.752558,1.3082088,0.5120419,0.19972214,0.9209987,-0.67177343
1.528573,1.294012,1.1666024,0.461541,0.7141105,0.67889595
1.5205905,0.8404944,0.9848801,0.28504315,0.6542157,-0.17567337
1.5415565,1.4986475,0.30031604,0.2641594,0.74940056,-0.5760267
1.3842084,1.663496,1.1200771,0.20642641,0.61384284,-0.5954181
1.6519998,1.0997941,1.0365605,0.14532383,0.94193906,-0.4485997
0.7411493,1.0978752,1.1940777,0.33335385,0.5136144,0.3467939
1.8778806,1.5034819,0.39891216,0.104539774,0.780742,-0.6317681
0.38791418,1.6102624,0.9313422,0.38484773,0.7514913,-0.54447305
0.8967019,1.6944306,0.4695781,0.1688905,0.67128,-0.9110745
0.14045838,1.3358951,1.0750489,0.11985627,0.5016949,0.63842404
0.8311779,1.261454,0.851752,0.45061782,0.73109037,-0.6402093
1.0784069,1.4280648,0.99759436,0.17485078,0.98312056,-0.029004335
0.52007544,0.91209966,0.74685585,0.18346699,0.5582556,0.8385943
1.6016456,1.3253398,0.5388864,0.25638327,0.941695,-0.5102886
1.0993526,1.2329261,1.0269539,0.13802747,0.7395104,-0.99075556
0.1021729,1.2627226,1.0012393,0.41911125,0.8153571,-0.61923325
1.4080691,1.5872828,0.392497,0.30944166,0.61290634,-0.60783553
0.85836387,1.3385754,0.60576814,0.11999004,0.54656374,-0.36692774
1.7917985,1.0858657,0.8199652,0.42084348,0.7120836,0.7487669
1.6539656,1.42593,0.42696404,0.3068225,0.95610374,0.45899725
1.6411512,1.0990216,0.49684718,0.100345425,0.9413219,0.35046148
1.3467153,1.476026,0.9130631,0.40632266,0.82190764,0.9066683
1.7733352,1.2027812,0.77175355,0.38974628,0.5784377,0.9783138
1.1927329,1.7457969,0.3172965,0.33482105,0.85408455,0.015117049
1.5695702,0.92534745,0.47380066,0.28275716,0.561675,-0.4424566
0.33504716,1.0335305,0.77684784,0.37815055,0.8741933,0.31437314
0.33410695,1.0119064,0.3664151,0.24358153,0.6209556,0.54801285
0.32754996,1.4171615,0.39407817,0.2917197,0.8348144,-0.07868147
1.0839897,1.232082,0.8507135,0.48741594,0.8397574,-0.28866458
0.716811,1.7436957,0.6120946,0.2288731,0.55646956,0.53304625
1.5143108,1.0722317,0.65958226,0.48517078,0.666803,-0.836063
1.3905295,0.9554896,0.32821095,0.104738764,0.9092971,0.4928124
0.78887236,1.3239784,0.7773254,0.17584679,0.54841805,0.8608525
0.26802546,1.6255217,0.8836653,0.38349715,0.97360563,0.8450819
0.7935098,1.5014933,0.7324208,0.3093857,0.9341343,0.92532253
0.91162705,1.3946532,1.0542243,0.37721923,0.8347938,0.49690902
1.6462902,1.3617566,0.6607703,0.2373609,0.7977347,0.06591165
1.3702762,1.4821892,0.30107355,0.4269935,0.784145,0.26926744
0.417166,1.4129233,0.8468705,0.46052644,0.516357,0.6744592
0.5906843,1.7287903,0.4016792,0.4585924,0.55035776,0.9020096
1.980781,1.2871759,0.45194465,0.20229879,0.6581485,-0.259053
1.4522456,1.4917221,0.4425458,0.15270784,0.7297549,-0.12589741
0.72218066,1.2797502,0.86096007,0.49516708,0.6057409,-0.50645983
0.9260894,1.1093153,0.5912344,0.16906483,0.8833188,-0.70585954
0.36804706,1.7400122,1.1387098,0.40181774,0.58674514,-0.80711925
0.71176755,1.0726017,0.7356993,0.30462697,0.54247504,-0.06037569
1.5232571,1.0219733,0.6390885,0.112403326,0.5390146,-0.509815
0.19725865,1.5390425,1.098402,0.45748723,0.7051972,-0.9851756
0.9395756,1.4478652,1.1075177,0.38426423,0.6862551,0.5155914
1.9906423,1.2692459,0.9190773,0.3295699,0.6652173,0.5242131
1.6877693,1.6691842,0.3743105,0.42895252,0.7352017,-0.30641472
0.53880376,0.98218036,0.6554604,0.2873318,0.53448224,0.11524165
1.3824775,1.515961,0.42397535,0.4397072,0.9081398,-0.01948309
0.50278735,1.0328099,1.0527145,0.32448593,0.6657345,-0.16176617
0.5543331,0.8079471,0.738837,0.38494718,0.9326848,-0.9417435
1.9728146,1.0403135,1.1580665,0.20543861,0.5850099,0.051787734
0.8380723,1.3311157,0.5843379,0.39431754,0.6472362,-0.5584638
1.2926174,1.4450548,0.9040714,0.2670125,0.7894989,0.4085977
1.9026515,1.3066756,0.5197503,0.19297762,0.5125866,0.2838248
1.649796,1.3568201,0.48780388,0.17821014,0.8237427,-0.6795472
1.9217994,1.0800929,1.0631127,0.29068848,0.6641234,-0.05521655
1.4788653,1.3434014,0.76852304,0.24026316,0.69284654,-0.9016956
0.83937824,1.7266809,0.96712226,0.26413888,0.610151,0.67195714
1.9094841,1.5877914,0.7504127,0.11807642,0.59771526,0.5809488
1.5748425,1.7663171,0.79385656,0.28766057,0.6521174,-0.20160818
0.7270282,1.1229999,1.1463635,0.25163254,0.68732035,-0.3402388
1.1192458,0.8040862,0.78407323,0.46298623,0.5550063,-0.42574835
0.9209094,0.8629977,0.5025789,0.32096612,0.962381,0.5230595
1.2422351,1.5662438,0.4452359,0.21617398,0.92783487,0.62396586
1.2098215,1.5069531,0.4572971,0.44624755,0.8648646,0.15152335
0.56049734,1.0832406,0.7462056,0.30983174,0.52599645,-0.91902757
0.27811944,1.087613,0.79019266,0.34686482,0.75184715,0.86246336
0.18497886,1.0168983,1.0199401,0.32829154,0.85623014,0.13621247
1.997644,1.4539127,0.6694289,0.1756016,0.65583503,0.27580488
1.3048642,1.5187948,0.7811857,0.24799824,0.92341685,-0.17234302
0.73327297,1.2108771,0.8428531,0.2661058,0.80047166,0.44883776
1.5442821,1.4224901,0.31409997,0.3373029,0.58804,-0.042217612
1.8681359,1.0635536,0.31154704,0.49394435,0.69338167,-0.61856055
1.7509639,1.6525896,0.538615,0.39840844,0.56864667,-0.66474783
1.8093512,1.4345806,0.3633126,0.3563516,0.7519051,-0.8045603
1.5605162,1.0133402,0.54668736,0.24345914,0.73548275,-0.40111208
1.6397617,1.3509083,0.31626204,0.41485432,0.62819934,0.8677484
1.7164363,1.1720883,0.38095284,0.23152432,0.54534274,-0.10098088
0.8562434,1.4561749,0.6095071,0.42818537,0.7960913,0.546162
1.0583938,0.96274126,0.9051552,0.10978263,0.7981975,-0.031268
1.074131,1.2571466,0.43874902,0.14490823,0.66043895,0.27135348
1.4267443,1.3269099,0.7424674,0.36425155,0.88024724,0.6705073
1.7949798,0.8855088,1.0892164,0.28833604,0.6415013,-0.6106523
1.6584314,1.3811555,0.3634311,0.423418,0.6387163,0.21491492
1.1696967,1.2711452,0.80476695,0.2635349,0.77531683,-0.68182504
1.8462584,1.0604932,0.6000503,0.2260941,0.96776557,-0.0182122
1.6790384,1.7523825,0.9462333,0.43308282,0.6018059,0.47868776
1.4976971,1.5645854,0.67879,0.26869833,0.5046204,0.9854386
0.9781485,0.8572733,0.9553526,0.1340388,0.9360327,-0.22097087
1.7910146,1.1641847,1.0121648,0.31120506,0.80958927,-0.44480622
0.18473606,1.5599419,0.69831896,0.13762291,0.85537934,-0.5084418
1.9499644,1.1280407,1.0825465,0.3213983,0.77455103,0.45203698
0.47857156,1.3261099,0.3587111,0.13335657,0.657807,-0.5432347
1.8825736,1.7951771,0.5746759,0.14964548,0.8428257,-0.742733
0.2391802,1.5908284,1.1402228,0.1949168,0.66475916,0.94136024
1.2058281,0.95738345,1.1031475,0.47494018,0.9625383,-0.063394785
1.2687204,1.5503788,0.39661163,0.44271556,0.9440943,0.8408917
1.6631004,1.0978866,0.6025496,0.34725365,0.94653416,0.6964381
0.6499873,0.8440565,0.61633325,0.4952255,0.75834143,0.39167607
0.8078535,1.7511477,0.9102695,0.44969112,0.7727067,-0.3300258
0.33921322,1.0918665,0.3864818,0.38603392,0.8437941,-0.031605363
1.7095631,1.2013515,0.8370235,0.46695235,0.812468,0.8050535
0.83679926,1.0582794,0.90884846,0.4438755,0.7213927,-0.64714193
0.32683852,1.5838718,0.34778672,0.10104573,0.8700738,-0.72797036
1.4122679,1.0573417,0.97465324,0.17532742,0.58322525,0.070022106
1.8042214,0.8016917,0.9456313,0.44760424,0.96343535,0.46219885
1.4386173,1.5929489,0.56229746,0.38063008,0.9209927,-3.1352043e-05
1.3515768,1.5155394,0.7840659,0.24541742,0.53963757,-0.27446747
1.0934297,1.1816125,0.8557946,0.14360945,0.7207838,-0.43374062
0.3896788,1.0602384,0.6010686,0.44855717,0.97913444,0.0071992874
0.3522699,1.7177701,0.41556433,0.32624677,0.5378926,0.6956425
0.56516945,1.3623432,1.0546727,0.16278131,0.91113234,-0.25019825
1.0749602,1.523283,0.43744242,0.48133892,0.6920527,-0.60146546
1.7600901,0.9760261,0.89151555,0.4522766,0.9075109,-0.5366579
0.6060157,0.8079844,1.1706831,0.45834482,0.768015,-0.14414597
0.19725695,1.7990601,0.96935487,0.31746936,0.79158044,0.37384295
1.3734717,0.8846693,0.7277228,0.31228527,0.561671,-0.077742934
0.6595824,1.7759247,1.1100271,0.47001714,0.91156185,-0.15960813
1.1112704,0.94670695,0.7142314,0.114919715,0.5358854,-0.54935896
0.2630357,1.1568028,0.3098065,0.41301966,0.9389229,-0.30552435
0.5721832,1.106373,0.60079336,0.31170997,0.9650488,0.31159413
1.9756997,0.8184622,0.7254945,0.25416437,0.6918918,-0.4345107
0.3861031,1.1855537,0.4319306,0.32731354,0.51262677,0.33058262
0.9577006,1.5408294,0.82305443,0.4171941,0.733094,0.009131074
0.11873215,0.8179395,0.43676355,0.16841573,0.59121644,-0.8143518
1.6919246,1.0174344,1.1074194,0.40543875,0.55291843,-0.759344
0.84810036,1.1736578,0.7655871,0.13314983,0.90492904,-0.6036457
0.9978746,0.82361233,0.3759422,0.20768127,0.7145783,-0.008414626
0.30767944,0.93383723,0.91010714,0.462296,0.95708215,-0.28476477
0.96539295,1.433044,0.99018264,0.451476,0.985544,0.92066324
1.6482627,0.9124738,0.66422313,0.22058088,0.97364473,-0.8752643
1.7505199,1.4054863,0.42674905,0.49190778,0.98793787,-0.65885746
1.4048418,1.1161282,1.1784027,0.4231928,0.9306855,0.40006483
0.1082794,1.7544899,0.5198119,0.1585739,0.5668187,-0.88608885
0.25517502,1.4707823,0.3165109,0.3184263,0.85868275,-0.44486105
0.62040704,1.0027987,0.96682817,0.3706001,0.83795583,0.19000614
0.8559648,1.7791898,0.48255247,0.4864046,0.5611278,0.03560865
0.2300579,0.95524085,1.0161343,0.3649446,0.89242446,0.68385255
1.6657742,1.2503765,0.5967067,0.3615225,0.51221645,0.3601942
1.0413374,1.5965946,0.75694644,0.38907033,0.638232,-0.22618651
0.18305193,0.9097047,0.38602293,0.44604772,0.8923286,-0.13490129
0.22610947,0.9813495,0.8041964,0.18141168,0.6094577,0.07677913
1.1838473,1.2127429,1.0205536,0.45991546,0.84118205,0.088033676
1.5535182,1.0926855,0.7539785,0.3653348,0.7234167,-0.6385423
1.4052953,1.7114893,0.72941,0.3808673,0.78423226,-0.13712382
1.7824603,1.1116732,1.110771,0.3139868,0.6305356,-0.4520862
0.56045127,1.669636,1.0896373,0.49071345,0.9880704,0.13678312
0.296549,1.7602019,0.67451954,0.21550484,0.610654,0.56352675
0.1304123,1.6245836,0.52065873,0.1230037,0.7316119,0.2218039
